customer_id,customer_name,age,gender,city,state,signup_date,phone,is_premium
C0070,Vikram Kulkarni,53.0,F,Hyderabad,Telangana,2024-07-06,7220959215,False
C0071,Vikram Rao,24.0,M,Delhi,Delhi,2022-08-20,9409329326,False
C0072,Aarav Reddy,66.0,M,Chennai,Tamil Nadu,2023-08-03,7298867122,True
C0073,Siddharth Gupta,28.0,Other,Delhi,Delhi,2022-03-28,7668210614,True
C0074,Pooja Joshi,44.0,M,Ahmedabad,Gujarat,2022-10-18,9547492192,False
C0075,Priya Sharma,31.0,M,Kolkata,West Bengal,2023-05-25,8245879806,False
C0076,Priya Gupta,22.0,M,Kolkata,West Bengal,2022-10-24,7563191018,False
C0077,Sneha Iyer,43.0,M,Kolkata,West Bengal,2022-12-08,9192509020,False
C0078,Vikram Iyer,34.0,Other,Hyderabad,Telangana,,9489985952,False
C0079,Nikhil Patel,58.0,M,Bengaluru,Karnataka,2022-11-14,7161521910,False
C0080,Nikhil Desai,,F,Kolkata,West Bengal,2023-05-29,8934982045,True
C0081,Nikhil Joshi,57.0,M,Delhi,Delhi,2023-11-27,9709637214,True
C0082,Meera Singh,60.0,F,Kolkata,West Bengal,2022-12-25,9817733555,True
C0083,Rahul Reddy,65.0,M,Kolkata,West Bengal,2023-06-05,8467729242,False
C0084,Vikram Reddy,68.0,Other,Delhi,Delhi,2022-02-08,7562851356,True
C0085,Nikhil Sharma,61.0,M,Bengaluru,Karnataka,2022-08-28,8579864877,False
C0086,Siddharth Kulkarni,28.0,F,Chennai,Tamil Nadu,2023-10-19,7336177621,False
C0087,Arjun Joshi,27.0,F,Bengaluru,Karnataka,2022-01-28,8702756809,False
C0088,Aarav Nair,63.0,,Delhi,Delhi,2024-02-17,7017220384,False
C0089,Pooja Patel,,F,Bengaluru,Karnataka,2022-03-06,9562974666,True
C0090,Pooja Sharma,33.0,F,Chennai,Tamil Nadu,,7142693318,True
C0091,Kavya Patel,64.0,M,Mumbai,Maharashtra,2022-05-17,7752002052,False
C0092,Vikram Patel,47.0,Other,Bengaluru,Karnataka,2022-11-20,9671981176,True
C0093,Meera Nair,21.0,M,Delhi,Delhi,2023-02-14,9972411520,False
C0094,Rohan Menon,45.0,M,Chennai,Tamil Nadu,2022-03-23,8316389690,False
C0095,Nikhil Sharma,40.0,F,Hyderabad,Telangana,2022-03-18,8744659652,True
C0096,Priya Reddy,67.0,,Ahmedabad,Gujarat,2023-01-15,8576038028,False
C0097,Divya Patel,29.0,M,Chennai,Tamil Nadu,2023-12-22,9627992499,True
C0098,Nikhil Reddy,46.0,Other,Pune,Maharashtra,2023-12-28,8247096480,False
C0099,Sneha Iyer,,M,Delhi,Delhi,2022-05-13,9055850987,True
C0100,Vikram Nair,46.0,F,Pune,Maharashtra,2023-10-18,8858081385,True
C0101,Ananya Nair,32.0,M,Bengaluru,Karnataka,2022-07-21,9365845882,True
C0102,Vikram Reddy,64.0,M,Bengaluru,Karnataka,2022-03-25,7905415100,False
C0103,Isha Rao,59.0,Other,Mumbai,Maharashtra,2022-11-01,8785081806,False
C0104,Rahul Desai,63.0,M,Delhi,Delhi,2024-02-18,9412273600,True
C0105,Divya Reddy,36.0,F,Ahmedabad,Gujarat,2024-04-13,9140034179,False
C0106,Isha Sharma,43.0,F,Chennai,Tamil Nadu,2022-02-21,9566323583,False
C0107,Vikram Singh,,M,Kolkata,West Bengal,2023-07-21,8659355558,True
C0108,Siddharth Nair,39.0,F,Pune,Maharashtra,2023-02-16,9034715642,True
C0109,Rahul Desai,43.0,M,Bengaluru,Karnataka,2024-04-28,7982372245,False
C0110,Pooja Desai,64.0,M,Pune,Maharashtra,2023-08-15,9251560728,True
C0111,Priya Desai,25.0,F,Delhi,Delhi,2023-02-25,9025530021,True
C0112,Isha Kulkarni,29.0,M,Hyderabad,Telangana,2023-09-17,8828749124,True
C0113,Isha Nair,53.0,M,Delhi,Delhi,2023-11-24,8694503971,True
C0114,Kavya Joshi,65.0,M,Pune,Maharashtra,2023-12-14,9644312718,True
C0115,Divya Sharma,39.0,Other,Delhi,Delhi,2022-06-11,9131636143,True
C0116,Rohan Rao,52.0,M,Mumbai,Maharashtra,2023-04-03,7156078445,True
C0117,Aarav Singh,24.0,F,Mumbai,Maharashtra,2023-06-21,7576384364,False
C0118,Nikhil Rao,,M,Bengaluru,Karnataka,2022-06-29,9709866059,False
C0119,Sneha Reddy,48.0,M,Kolkata,West Bengal,2024-02-11,8908685088,False
C0120,Priya Rao,37.0,F,Delhi,Delhi,2023-10-17,8578589030,False
C0121,Nikhil Menon,41.0,F,Bengaluru,Karnataka,2024-02-20,8721968556,False
C0122,Priya Kulkarni,30.0,M,Pune,Maharashtra,2022-04-30,9504600194,False
C0123,Pooja Joshi,53.0,,Bengaluru,Karnataka,2024-02-03,7313659437,False
C0124,Priya Singh,67.0,F,Ahmedabad,Gujarat,,8621334484,False
C0125,Ananya Kulkarni,26.0,M,Pune,Maharashtra,2023-04-20,8821616017,False
C0126,Vikram Singh,,F,Hyderabad,Telangana,2022-09-04,7433348075,False
C0127,Siddharth Joshi,31.0,F,Mumbai,Maharashtra,2022-08-28,8892288370,False
C0128,Vikram Rao,44.0,M,Chennai,Tamil Nadu,2023-10-04,9763021449,True
C0129,Pooja Gupta,42.0,F,Hyderabad,Telangana,2024-05-28,7247492925,True
C0130,Arjun Iyer,23.0,M,Delhi,Delhi,2022-02-22,9598323977,False
C0131,Isha Iyer,39.0,F,Delhi,Delhi,,9987692130,True
C0132,Meera Gupta,59.0,M,Hyderabad,Telangana,2022-04-11,9996036624,True
C0133,Divya Menon,34.0,F,Mumbai,Maharashtra,2022-07-20,9730742208,True
C0134,Isha Joshi,68.0,M,Ahmedabad,Gujarat,2023-06-21,9869963931,False
C0135,Vikram Sharma,47.0,F,Pune,Maharashtra,2023-11-07,7028399849,True
C0136,Meera Sharma,62.0,F,Chennai,Tamil Nadu,2023-06-21,8725043084,True
C0137,Kavya Gupta,33.0,F,Pune,Maharashtra,,9373834610,True
C0138,Ananya Patel,45.0,Other,Mumbai,Maharashtra,2022-02-13,9973353078,True
C0139,Ananya Nair,31.0,F,Mumbai,Maharashtra,2022-11-03,9734961007,True
C0140,Rohan Kulkarni,40.0,Other,Bengaluru,Karnataka,2024-02-27,9534752778,False
C0141,Divya Nair,42.0,F,Ahmedabad,Gujarat,2024-03-28,7352350576,True
C0142,Kavya Patel,37.0,M,Hyderabad,Telangana,2023-03-18,9382590159,False
C0143,Rahul Gupta,44.0,M,Pune,Maharashtra,2023-08-09,7555428198,True
C0144,Vikram Patel,35.0,M,Ahmedabad,Gujarat,2024-01-09,9648572296,True
C0145,Siddharth Nair,42.0,M,Mumbai,Maharashtra,2022-05-20,9986257683,True
C0146,Meera Menon,49.0,M,Hyderabad,Telangana,2023-01-09,9421719519,False
C0147,Nikhil Singh,22.0,F,Delhi,Delhi,2023-10-11,8085259583,False
C0148,Siddharth Kulkarni,,F,Ahmedabad,Gujarat,2022-04-22,9824377567,False
C0149,Rahul Gupta,24.0,M,Kolkata,West Bengal,2023-04-02,8928675597,True
C0150,Sneha Singh,23.0,F,Ahmedabad,Gujarat,2023-04-12,7419287737,False
C0151,Rohan Singh,63.0,F,Hyderabad,Telangana,2024-01-29,9404532947,False
C0152,Siddharth Rao,58.0,F,Delhi,Delhi,2023-04-06,9309238153,False
C0153,Ananya Nair,47.0,F,Pune,Maharashtra,2023-09-04,8511763726,False
C0154,Meera Desai,61.0,M,Bengaluru,Karnataka,2023-12-12,9468773157,True
C0155,Isha Rao,59.0,F,Bengaluru,Karnataka,2022-07-11,7041160563,True
C0156,Siddharth Kulkarni,49.0,F,Delhi,Delhi,2022-06-21,7947167036,True
C0157,Ananya Joshi,67.0,M,Chennai,Tamil Nadu,2024-03-04,9328058564,True
C0158,Divya Singh,20.0,Other,Pune,Maharashtra,2024-03-05,9621054475,True
C0159,Karan Iyer,54.0,M,Bengaluru,Karnataka,2022-10-24,7582349911,True
C0160,Vikram Menon,33.0,F,Chennai,Tamil Nadu,2023-05-17,8611352885,False
C0161,Siddharth Kulkarni,62.0,F,Pune,Maharashtra,2024-06-08,9080297050,False
C0162,Karan Gupta,49.0,M,Kolkata,West Bengal,2023-08-03,8476350425,False
C0163,Sneha Reddy,18.0,F,Mumbai,Maharashtra,2022-06-12,8176904638,False
C0164,Priya Gupta,64.0,F,Bengaluru,Karnataka,2022-01-02,9230996082,True
C0165,Rahul Patel,45.0,F,Mumbai,Maharashtra,2022-04-16,7588965831,False
C0166,Ananya Joshi,31.0,F,Mumbai,Maharashtra,2024-05-30,9532200677,False
C0167,Rahul Reddy,59.0,M,Kolkata,West Bengal,2024-08-03,9827829512,True
C0168,Priya Iyer,25.0,M,Chennai,Tamil Nadu,2023-05-01,9820784498,True
C0169,Isha Patel,,Other,Bengaluru,Karnataka,2023-10-06,8819241774,True
C0170,Meera Patel,31.0,M,Pune,Maharashtra,2022-11-14,8024939794,False
C0171,Meera Rao,,,Mumbai,Maharashtra,2023-06-20,8113457241,True
C0172,Pooja Singh,34.0,M,Hyderabad,Telangana,2022-02-26,9434757387,False
C0173,Divya Menon,,F,Pune,Maharashtra,2022-03-07,9374536171,False
C0174,Pooja Menon,70.0,M,Delhi,Delhi,2022-07-03,8313719034,True
C0175,Rohan Kulkarni,41.0,M,Hyderabad,Telangana,2023-04-21,7839332926,True
C0176,Aarav Iyer,58.0,,Kolkata,West Bengal,2024-05-19,8022922016,False
C0177,Vikram Menon,20.0,M,Mumbai,Maharashtra,,9736820502,False
C0178,Pooja Rao,33.0,Other,Mumbai,Maharashtra,2022-11-22,8003352579,True
C0179,Ananya Joshi,44.0,Other,Pune,Maharashtra,2023-04-20,7515024824,False
C0180,Vikram Patel,,M,Hyderabad,Telangana,,9387803202,True
C0181,Aarav Sharma,32.0,M,Pune,Maharashtra,2023-08-20,9774492599,True
C0182,Rahul Patel,47.0,F,Pune,Maharashtra,2023-05-24,8832508021,True
C0183,Nikhil Reddy,57.0,F,Chennai,Tamil Nadu,2022-03-04,7589424206,True
C0184,Siddharth Menon,52.0,M,Mumbai,Maharashtra,2022-10-04,8369568735,False
C0185,Divya Reddy,60.0,Other,Hyderabad,Telangana,,8668262032,False
C0186,Kavya Desai,62.0,F,Hyderabad,Telangana,,9328407443,True
C0187,Divya Sharma,18.0,Other,Delhi,Delhi,2024-04-01,7255790920,False
C0188,Rohan Nair,60.0,M,Hyderabad,Telangana,2024-01-20,9127251586,False
C0189,Siddharth Singh,36.0,F,Bengaluru,Karnataka,,7782035199,False
C0190,Rahul Menon,40.0,M,Bengaluru,Karnataka,2023-04-03,9271318885,False
C0191,Priya Gupta,44.0,F,Mumbai,Maharashtra,2023-07-14,7698604397,False
C0192,Meera Sharma,24.0,F,Mumbai,Maharashtra,2023-07-15,7399881571,True
C0193,Pooja Reddy,39.0,F,Bengaluru,Karnataka,2022-09-29,8687502175,True
C0194,Kavya Sharma,36.0,F,Mumbai,Maharashtra,2022-07-31,8324367744,False
C0195,Arjun Patel,42.0,M,Ahmedabad,Gujarat,2022-09-27,8131297865,True
C0196,Rohan Rao,52.0,F,Pune,Maharashtra,2024-04-18,9950934291,False
C0197,Rohan Gupta,63.0,M,Chennai,Tamil Nadu,2022-04-05,7742509523,True
C0198,Rohan Rao,70.0,M,Kolkata,West Bengal,2022-03-31,9232043732,True
C0199,Sneha Gupta,54.0,M,Kolkata,West Bengal,2024-03-15,8134458188,False
C0200,Priya Reddy,27.0,,Ahmedabad,Gujarat,2022-02-20,7066254284,True
C0201,Sneha Iyer,65.0,M,Ahmedabad,Gujarat,2022-07-12,8748783374,True
C0202,Rohan Singh,43.0,,Bengaluru,Karnataka,2024-05-07,7165657235,False
C0203,Siddharth Rao,61.0,M,Ahmedabad,Gujarat,2023-08-24,8478538226,True
C0204,Siddharth Sharma,54.0,F,Mumbai,Maharashtra,2022-10-03,7038216544,True
C0205,Aarav Iyer,69.0,F,Bengaluru,Karnataka,2023-01-21,8297703275,False
C0206,Aarav Kulkarni,41.0,M,Pune,Maharashtra,2023-05-09,8065446291,False
C0207,Divya Sharma,69.0,M,Bengaluru,Karnataka,2023-11-03,8737739017,True
C0208,Rahul Menon,61.0,F,Delhi,Delhi,2024-05-15,7419201975,True
C0209,Ananya Rao,59.0,F,Chennai,Tamil Nadu,2024-03-18,8596363878,False
C0210,Rohan Joshi,50.0,M,Mumbai,Maharashtra,2024-06-10,9445569788,True
C0211,Ananya Patel,58.0,,Hyderabad,Telangana,2024-02-19,7555794362,True
C0212,Pooja Joshi,20.0,M,Kolkata,West Bengal,2022-01-19,8068687175,False
C0213,Meera Reddy,20.0,F,Kolkata,West Bengal,2023-03-21,8472026313,True
C0214,Aarav Iyer,,F,Kolkata,West Bengal,2023-01-20,8098606132,False
C0215,Priya Menon,46.0,F,Mumbai,Maharashtra,2023-12-13,8379196725,False
C0216,Pooja Patel,57.0,M,Bengaluru,Karnataka,2022-07-24,7866179751,True
C0217,Karan Menon,,M,Ahmedabad,Gujarat,2022-02-06,7322329612,False
C0218,Arjun Joshi,,M,Chennai,Tamil Nadu,2023-03-13,7197092148,False
C0219,Nikhil Desai,64.0,F,Hyderabad,Telangana,2023-04-13,9963108379,False
C0220,Priya Reddy,55.0,F,Bengaluru,Karnataka,2024-03-08,9074811306,False
C0221,Nikhil Sharma,59.0,F,Kolkata,West Bengal,2023-11-17,7409061875,False
C0222,Kavya Rao,42.0,M,Ahmedabad,Gujarat,2023-06-02,7710404224,False
C0223,Priya Kulkarni,59.0,M,Chennai,Tamil Nadu,2022-04-01,8920142971,False
C0224,Pooja Sharma,18.0,M,Kolkata,West Bengal,2023-11-02,7957425987,False
C0225,Kavya Menon,24.0,M,Ahmedabad,Gujarat,2023-07-15,7196615480,True
C0226,Arjun Desai,25.0,F,Pune,Maharashtra,2024-01-04,8780136605,False
C0227,Vikram Joshi,65.0,Other,Ahmedabad,Gujarat,2023-12-10,8269496182,True
C0228,Pooja Desai,66.0,M,Kolkata,West Bengal,2024-04-04,9293877147,True
C0229,Karan Iyer,36.0,F,Delhi,Delhi,2023-05-31,8512849852,False
C0230,Meera Gupta,51.0,M,Kolkata,West Bengal,2022-10-01,7691212228,True
C0231,Priya Nair,24.0,M,Delhi,Delhi,2023-02-03,7201777040,True
C0232,Rahul Kulkarni,65.0,Other,Kolkata,West Bengal,2024-04-29,9781559918,False
C0233,Nikhil Reddy,22.0,M,Chennai,Tamil Nadu,2023-03-15,8134900434,False
C0234,Vikram Sharma,38.0,F,Ahmedabad,Gujarat,2023-05-18,8537965898,True
C0235,Ananya Gupta,43.0,F,Pune,Maharashtra,2023-01-05,9655494969,False
C0236,Nikhil Iyer,57.0,M,Hyderabad,Telangana,2023-01-26,7486937758,True
C0237,Nikhil Joshi,59.0,M,Hyderabad,Telangana,2023-10-04,9943792834,False
C0238,Pooja Rao,22.0,F,Delhi,Delhi,2022-03-31,8081936639,True
C0239,Siddharth Joshi,45.0,M,Kolkata,West Bengal,2024-02-14,8172175907,True
C0240,Meera Joshi,70.0,M,Pune,Maharashtra,2024-03-26,9077628884,True
C0241,Sneha Sharma,56.0,M,Bengaluru,Karnataka,2022-08-05,9201397080,False
C0242,Karan Patel,,F,Chennai,Tamil Nadu,2022-10-25,7646886099,False
C0243,Divya Patel,22.0,F,Bengaluru,Karnataka,2023-12-12,9434653305,True
C0244,Divya Iyer,59.0,F,Hyderabad,Telangana,2024-06-17,8912797925,True
C0245,Arjun Reddy,30.0,M,Pune,Maharashtra,2024-05-19,9499200634,True
C0246,Isha Rao,41.0,M,Chennai,Tamil Nadu,2022-05-18,9192202822,False
C0247,Vikram Joshi,54.0,F,Bengaluru,Karnataka,2023-01-03,7995358283,True
C0248,Kavya Gupta,,M,Delhi,Delhi,2023-10-11,7746679280,True
C0249,Rohan Kulkarni,32.0,Other,Hyderabad,Telangana,2023-09-11,7542640145,False
C0250,Ananya Reddy,63.0,F,Bengaluru,Karnataka,2023-05-09,9779957226,True
C0251,Priya Reddy,28.0,M,Delhi,Delhi,2022-09-22,9218954863,True
C0252,Karan Joshi,48.0,Other,Pune,Maharashtra,2024-03-24,9676674027,False
C0253,Rohan Iyer,26.0,Other,Ahmedabad,Gujarat,2024-04-26,7413599241,True
C0254,Rohan Joshi,,F,Pune,Maharashtra,2023-01-15,9070704425,False
C0255,Pooja Reddy,67.0,M,Pune,Maharashtra,2023-02-23,7023491105,True
C0256,Rahul Gupta,27.0,M,Delhi,Delhi,2023-08-02,8774801423,True
C0257,Isha Singh,54.0,F,Hyderabad,Telangana,2024-02-05,7702776629,True
C0258,Ananya Gupta,18.0,F,Mumbai,Maharashtra,2022-04-01,7162157936,True
C0259,Priya Reddy,,Other,Chennai,Tamil Nadu,2023-09-22,8545071541,False
C0260,Siddharth Nair,43.0,F,Chennai,Tamil Nadu,2023-07-17,9503675679,False
C0261,Nikhil Gupta,34.0,M,Delhi,Delhi,2022-12-15,9870880504,False
C0262,Isha Iyer,67.0,M,Kolkata,West Bengal,2022-04-30,9721556673,False
C0263,Kavya Kulkarni,62.0,M,Kolkata,West Bengal,2022-03-19,8028456338,True
C0264,Isha Menon,65.0,F,Delhi,Delhi,2024-05-06,9902590965,False
C0265,Priya Joshi,38.0,M,Mumbai,Maharashtra,,8708879427,True
C0266,Isha Kulkarni,40.0,F,Kolkata,West Bengal,2023-12-17,9960136787,True
C0267,Rahul Nair,34.0,M,Pune,Maharashtra,2022-12-18,7689864931,True
C0268,Nikhil Reddy,54.0,F,Chennai,Tamil Nadu,2023-07-23,8635881694,True
C0269,Isha Reddy,58.0,Other,Kolkata,West Bengal,2023-07-30,8711123163,True
C0270,Sneha Joshi,34.0,Other,Ahmedabad,Gujarat,2023-02-26,9600929253,True
C0271,Rahul Rao,67.0,F,Hyderabad,Telangana,,9629852007,False
C0272,Ananya Nair,38.0,M,Pune,Maharashtra,2023-04-01,9520801229,True
C0273,Vikram Menon,34.0,M,Mumbai,Maharashtra,2022-04-16,9032317504,False
C0274,Vikram Patel,42.0,M,Chennai,Tamil Nadu,2022-05-15,7115196972,False
C0275,Arjun Kulkarni,62.0,F,Ahmedabad,Gujarat,2023-06-21,8329985271,False
C0276,Meera Nair,,M,Ahmedabad,Gujarat,2023-06-12,8286817379,True
C0277,Karan Gupta,45.0,F,Hyderabad,Telangana,2022-08-14,7784977713,True
C0278,Pooja Iyer,29.0,F,Chennai,Tamil Nadu,2023-12-19,7806549529,True
C0279,Meera Singh,46.0,,Pune,Maharashtra,2023-03-07,9140593461,True
C0280,Arjun Gupta,48.0,M,Mumbai,Maharashtra,,7855471045,False
C0281,Isha Gupta,37.0,F,Delhi,Delhi,2023-06-18,9066865372,False
C0282,Divya Rao,18.0,M,Pune,Maharashtra,,9560712271,True
C0283,Rohan Rao,,F,Ahmedabad,Gujarat,2022-05-09,8491718314,False
C0284,Siddharth Nair,34.0,F,Mumbai,Maharashtra,2023-12-15,8390198781,True
C0285,Rohan Kulkarni,36.0,,Bengaluru,Karnataka,2023-01-24,9661739850,False
C0286,Siddharth Iyer,49.0,M,Pune,Maharashtra,2022-04-24,9829915449,False
C0287,Isha Iyer,54.0,F,Pune,Maharashtra,2022-09-20,9602550993,False
C0288,Nikhil Rao,53.0,Other,Pune,Maharashtra,2024-04-23,9272127173,False
C0289,Sneha Menon,42.0,F,Pune,Maharashtra,2023-07-26,9510993705,False
C0290,Sneha Reddy,53.0,F,Kolkata,West Bengal,2022-12-27,8771000941,False
C0291,Karan Gupta,65.0,F,Delhi,Delhi,2024-01-14,7053477844,True
C0292,Divya Iyer,19.0,Other,Chennai,Tamil Nadu,2022-04-07,7670474924,False
C0293,Meera Patel,54.0,F,Chennai,Tamil Nadu,2022-06-27,9685322499,True
C0294,Rohan Sharma,39.0,F,Kolkata,West Bengal,2024-06-09,9715250922,True
C0295,Priya Nair,27.0,F,Chennai,Tamil Nadu,2023-04-02,7295139109,True
C0296,Vikram Nair,54.0,M,Bengaluru,Karnataka,2023-03-21,7850869632,True
C0297,Divya Iyer,67.0,M,Delhi,Delhi,2023-03-10,7818147210,True
C0298,Kavya Desai,69.0,M,Bengaluru,Karnataka,2022-07-24,7368570209,True
C0299,Rahul Menon,,F,Mumbai,Maharashtra,2023-07-14,8110927658,True
C0300,Arjun Reddy,30.0,M,Mumbai,Maharashtra,2022-03-10,8165269194,True
C0301,Siddharth Iyer,50.0,M,Chennai,Tamil Nadu,2022-07-10,9408134650,True
C0302,Rahul Joshi,,M,Chennai,Tamil Nadu,2024-04-11,9917613862,False
C0303,Rahul Gupta,23.0,F,Bengaluru,Karnataka,2023-03-04,8414267186,True
C0304,Karan Rao,52.0,F,Bengaluru,Karnataka,2022-05-19,7623424790,True
C0305,Ananya Nair,27.0,F,Pune,Maharashtra,2023-03-30,8175945569,True
C0306,Arjun Desai,32.0,M,Mumbai,Maharashtra,2022-05-18,9013323898,True
C0307,Isha Reddy,32.0,M,Ahmedabad,Gujarat,2022-08-16,8886715571,False
C0308,Divya Gupta,20.0,F,Ahmedabad,Gujarat,2023-06-18,9227810934,True
C0309,Priya Iyer,43.0,M,Kolkata,West Bengal,2022-10-29,8991056435,False
C0310,Ananya Desai,62.0,M,Pune,Maharashtra,2023-04-10,8952849519,False
C0311,Sneha Menon,41.0,F,Pune,Maharashtra,2023-09-19,8247115754,False
C0312,Ananya Reddy,63.0,F,Bengaluru,Karnataka,2022-10-23,7664710463,True
C0313,Isha Joshi,18.0,F,Ahmedabad,Gujarat,2023-04-10,8966410861,False
C0314,Priya Reddy,59.0,M,Delhi,Delhi,2022-11-02,7210588114,True
